毛	1377373
另	1377195
曾	1371247
主	1369758
间	1366612
唔	1363616
入	1343629
赚	1340650
贴	1331624
伐	1330895
爽	1323430
盘	1322286
往	1317414
杨	1315769
队	1314502
国	1313276
血	1306007
坏	1297864
片	1295388
狗	1290661
座	1288682
岁	1287019
几	1286800
达	1286155
龙	1284697
费	1273507
共	1269796
离	1268056
妈	1264614
西	1263984
明	1256020
均	1252696
超	1243350
教	1238452
期	1231701
切	1227186
照	1221216
留	1210608
气	1210266
动	1206329
特	1202318
鸟	1198768
神	1196650
鱼	1187430
哥	1184269
梦	1183679
甘	1176943
镇	1175756
蛮	1167918
骂	1164747
既	1162236
值	1159581
哭	1158738
陪	1150734
云	1145473
力	1145317
建	1145128
口	1144618
冲	1139582
洗	1135822
画	1132579
懂	1131098
指	1130135
双	1128535
东	1121559
仍	1121127
球	1117550
跌	1113398
活	1108760
重	1108558
除	1102296
练	1101357
提	1101063
清	1099739
亿	1087143
猫	1085828
通	1071088
药	1069644
酒	1067973
票	1048673
六	1045532
饿	1045403
段	1035835
病	1034513
假	1032431
久	1032085
咩	1031216
平	1025980
套	1023560
抓	1020551
急	1019546
城	1012773
左	1012023
课	1011260
任	1011211
草	1010959
货	1005498
了	1005001
蓝	1000736
理	996770
雨	996170
罗	995950
唱	995365
县	995342
菜	994664
令	993625
哟	993521
常	981142
较	978851
抢	974845
色	972488
火	965078
集	961314
南	959216
操	955473
混	955442
感	955222
敢	954285
克	952890
房	950447
脸	947586
局	947261
退	943820
团	942763
破	938170
声	937253
吴	936391
恶	936376
件	936302
噢	928094
雪	924604
呃	923491
德	922689
傻	921294
喊	920832
叶	914417
沈	911438
整	910378
跳	910082
现	909561
华	908984
升	905413
亲	904750
补	904519
养	903971
反	901500
电	899581
修	898027
待	891233
篇	886230
深	882686
砸	880572
根	878413
投	878350
烦	877641
求	876885
八	873502
知	870650
乐	868507
鬼	864854
配	861860
款	858682
何	857220
借	854431
器	853399
试	848103
北	846700
仅	845593
长	839701
谢	839444
层	838949
肉	837123
木	835074
率	833059
记	830840
七	830615
情	828683
份	827574
得	827461
需	826683
赵	825324
厂	822568
派	821853
流	819799
论	819178
胡	814447
石	809547
眼	809543
列	809058
招	807448
合	806053
痛	804260
噶	803630
冷	803424
香	802386
封	801721
树	796756
易	792902
十	790426
价	783721
停	781474
付	780874
帅	780555
阳	778486
军	777560
须	775377
油	773965
排	771432
烟	770214
朱	769638
身	762909
脚	756417
星	756204
奥	752722
剑	752613
伤	751623
科	751398
随	750996
权	749502
场	747455
牌	746944
翻	745668
章	742328
体	740830
帖	740550
商	738493
库	736891
物	736300
泡	734887
背	734173
玉	733720
追	732875
宝	732236
丢	727899
呗	727515
游	727152
解	723943
底	721545
代	721326
亦	720943
刀	719951
业	719093
孙	719005
谁	718741
室	717602
俩	717408
旧	716995
咱	716064
工	710931
极	709694
证	708568
铁	706814
词	706055
板	704349
波	702379
制	701510
九	697923
夜	694400
节	693242
推	693144
轻	691259
落	688936
欲	688922
笨	688691
青	688661
春	688453
千	688088
尽	687157
输	686622
炒	686253
含	685730
江	684803
丫	683507
短	683402
骗	680964
吹	680539
耍	679497
秒	679281
徐	678165
呆	675963
亏	675380
烂	673755
布	673347
直	672268
土	671020
师	670934
许	670361
签	665934
赢	664271
姐	661301
公	660768
苦	660176
皮	659924
喂	659748
诗	657807
苏	657209
秀	655558
君	655473
余	654819
立	654474
博	654054
茶	651157
利	651127
命	650843
存	650781
素	650673
烧	649807
鸡	648319
静	648053
准	647952
断	646413
吾	646330
民	645520
党	644463
汤	643879
冰	643673
奖	640942
睇	640932
绿	640501
初	638012
忘	636157
供	635256
田	631450
造	631140
案	630936
钟	629970
抱	629924
抽	629058
念	626598
项	623586
品	622138
兵	620474
野	620430
紧	619952
故	619927
胖	616355
宁	616311
嘴	616234
英	610099
服	608895
灯	608127
扣	606075
百	606036
演	605070
般	604386
梁	601222
填	601003
属	600090
保	599899
果	599442
言	598051
唐	598049
硬	597993
挖	597726
凡	597391
夏	597037
竟	596355
床	595964
官	595457
莫	595085
寒	594151
题	593788
街	593740
挑	592815
朝	592385
闹	592278
防	591021
距	590246
纯	590015
古	589204
寄	588717
卷	587409
托	587143
源	586856
桥	586719
首	585407
戏	584808
思	582758
亮	581807
困	581105
调	580968
删	580107
郭	579798
穷	577458
粉	573971
折	573870
爆	573693
雷	572291
韩	572188
戴	572118
狼	571579
松	569995
然	569760
今	568293
疼	567480
盖	566375
捏	565967
港	565513
船	563579
租	562947
获	560711
兰	559750
引	558150
狂	556697
亚	555869
压	555206
虽	554818
齐	552730
腿	551779
广	550058
赛	548543
员	547650
猛	547479
银	547276
恨	547019
秋	546995
宋	546536
领	545900
祝	545518
望	544726
客	544475
战	543884
乡	543628
食	543350
斯	542680
胜	542222
句	541674
沙	541132
码	540515
赞	539087
友	538751
河	537614
丁	535987
滚	535857
界	532971
贼	532492
园	532254
羊	532220
抗	530886
缺	530024
步	529405
郑	529191
尚	525394
必	525003
设	524962
福	521500
否	519280
遭	518914
熊	518397
端	517079
右	515451
猜	513985
志	513787
伊	512850
架	512492
赶	511878
毒	511177
归	511119
秦	509837
意	509735
插	509499
持	508985
峰	508897
愿	506098
灵	505599
惨	505011
众	504073
喔	501639
踢	499133
基	497444
史	496937
甲	495533
迷	495528
搬	495349
乃	494265
爸	493590
纸	490747
拖	489874
摸	489832
圈	488585
塔	487427
曲	486757
足	486405
呈	486336
散	485694
喜	484860
汉	484361
闲	484196
订	484125
院	484077
姓	483640
治	482040
户	479613
洋	478814
呵	478456
咬	478038
语	477903
富	477822
闪	477806
降	477674
批	476599
结	476381
踩	476181
料	475727
嘎	475306
丑	474202
爬	473726
醒	472473
梅	471322
枪	471162
狠	470931
逛	470311
瘦	469221
精	469186
疯	468940
鞋	467278
软	466510
支	466463
偷	466438
咧	464528
依	461577
兴	461554
杜	460975
丽	460745
救	460588
杯	459895
倍	459562
堂	458649
展	458321
康	456897
观	455028
娘	454871
舞	453485
杰	453409
冇	451623
州	451431
吓	450476
键	449844
守	449288
牙	449126
世	448603
冒	448511
音	447579
搜	447451
糖	447110
锁	447085
笔	446709
著	446571
觉	446205
岛	445897
替	444661
弱	443804
仲	443494
宽	442101
逼	441617
荣	441250
湖	440806
状	439696
庄	439653
范	439383
影	439002
凭	438917
紫	437947
巴	437427
细	437348
泪	436330
遍	436247
测	436003
酸	435659
武	435561
耶	435066
采	434656
零	433708
致	433665
实	433318
注	433260
箱	433016
联	432201
墙	432121
偏	431033
哼	431013
程	430967
晒	428845
柳	428495
印	427958
味	427648
陆	427004
环	426886
答	424057
厚	423498
暗	422328
兼	421987
标	421251
蒙	421171
孔	420622
欧	420058
运	419666
寸	419557
灭	418944
顾	418483
懒	418195
洞	416844
顺	416736
谷	415841
轮	415795
登	415135
社	414813
虎	414685
闷	414202
奶	413975
温	413677
微	412972
司	412791
抛	411940
居	410992
雅	410431
瓦	410328
负	408610
斗	408035
奇	407643
魔	407272
编	406874
佳	406512
囧	406294
熟	403974
形	403038
净	401192
角	399277
蛋	399182
吐	398490
圆	397981
档	397375
川	396876
佢	396661
充	396469
害	395574
盛	395420
宫	394080
屁	393341
姜	392553
拟	391619
圣	391359
稳	391128
煮	390648
景	390360
免	390346
曹	388147
喽	387470
晓	387387
肥	387074
碰	386788
核	386609
脱	386278
仙	385884
欠	385086
良	385086
皆	384491
侯	384346
减	383732
尔	383408
诶	382739
擦	382393
挣	382076
夫	381774
创	380937
横	379241
录	379113
砍	378678
永	377723
露	377582
琴	377558
怒	376873
兄	376722
母	376695
专	376135
产	376078
摆	375873
继	374702
善	374355
巨	374074
税	374074
藉	373989
麦	373712
例	372773
视	372617
宏	371473
增	371274
施	371197
塞	369206
肯	369036
棒	368479
忍	366569
麻	365072
嫩	364875
咁	364681
宗	364241
扔	364197
腰	364012
争	363601
针	363054
义	362328
响	362286
术	362162
罪	361837
艾	361680
邓	361118
押	360859
伟	360638
闻	360605
臭	360447
敏	359017
肖	358989
计	358245
氏	357353
末	356529
吵	356125
拆	356059
吉	355690
蔡	355251
告	355157
杂	355019
丝	354947
衣	354700
旁	354040
屋	353869
校	352969
冯	352906
乘	352550
虫	351148
尼	350339
佛	350300
劲	350035
耐	350005
藏	349859
董	349779
妹	349736
潘	349713
醉	349616
宇	349568
宜	348413
钢	347661
蒋	347037
酷	346713
届	346680
灰	346193
绝	346075
维	346025
脑	345951
彩	345638
楚	345573
榜	344788
骨	343286
抄	342551
丹	342194
认	342106
评	341813
币	341450
还	341101
吊	340570
京	340243
俊	339631
严	339191
催	338965
矿	338835
刻	338464
芳	338358
返	338270
症	338251
具	338208
馆	337724
仁	337173
阴	337060
铜	336939
夹	336895
盐	336673
飘	336487
瑞	336346
添	336137
鲁	335554
威	335333
汇	335195
犯	334762
厅	334506
寻	334095
岩	334079
族	333235
显	333074
挤	332860
都	332701
密	332531
瓶	332288
农	332060
骑	331737
炸	331639
剧	331049
嘿	330841
射	330126
礼	329545
季	329339
士	329309
黎	328854
似	327263
洪	327113
讯	326706
容	325980
智	325499
曾	325321
索	325314
曰	325135
拼	324385
辉	324150
撞	323993
竹	323891
聚	323192
吕	322655
复	322317
燕	322057
普	322054
凉	321842
膜	321404
涂	321249
甚	320915
扯	320620
侧	320538
哦	320101
魏	319950
贝	319936
搭	319727
诺	319622
泽	319485
钻	318029
袁	317570
凤	317236
申	317135
举	316466
厄	315983
胃	315979
吨	315770
彭	315610
赴	315383
窝	315344
乜	314870
躲	314548
赖	314279
载	314149
堆	313390
湿	313190
驻	312908
独	312579
浪	312005
甜	311781
粗	310878
孟	310604
帐	309496
劝	308643
启	308599
逃	307901
庆	307859
蛇	307450
凌	307090
训	307058
缘	305881
功	305761
惹	305327
休	304900
纳	304608
咁	304561
仓	304334
萧	304194
嘉	304063
瞎	303371
目	303338
脏	303182
卫	303150
斤	302234
吸	302196
姚	302096
忠	301990
跨	301658
喇	301615
泰	301017
盒	299946
森	299242
仔	299040
卢	298701
饮	296769
寺	296752
虚	296432
井	296360
喷	296234
拜	296138
优	295726
导	295574
灌	294912
购	293988
扫	293823
丰	293164
埋	291654
贱	291515
敲	290055
巧	289397
铺	289171
冬	288827
娜	288394
淡	288311
屏	287983
凯	287105
愁	286779
怀	286738
池	286284
昏	286265
泥	285274
萨	285165
怎	284776
扬	283721
营	283350
质	283320
勇	283213
财	283125
碗	282874
终	281717
迟	281459
娃	281183
吻	281182
呐	281171
锅	281081
遇	280905
呼	280866
调	280381
侬	280292
磨	280145
乔	279883
赌	279479
稍	279100
栏	278774
攻	278552
链	278313
夸	277350
砖	277215
嫁	277108
泉	276707
汪	276237
凑	275656
液	275449
隔	275239
薛	275178
征	274887
豆	274463
绕	274357
仪	274051
贾	273821
临	273770
顿	273144
凶	272934
重	272581
旺	272558
祥	272492
耳	272364
父	272191
委	271795
府	271740
佐	271589
赔	271586
雄	271552
辆	270927
沟	270102
毁	270096
胸	269824
失	269821
崔	269521
速	269361
健	268874
识	268713
漏	268537
框	268319
探	268250
拔	267867
暴	267082
艳	266786
洛	266679
叼	266496
唯	266377
阵	266265
碟	266072
舍	265957
郎	265498
苗	264889
珠	264868
尿	264511
剪	264501
透	264103
惠	262303
谭	262261
吖	262101
菲	261691
希	261618
炼	260960
惊	260837
残	260291
剂	259795
窗	259587
逗	259564
杆	259561
患	258498
废	258421
帝	258276
播	258156
哩	257801
嫌	257670
邦	257357
扁	255939
昌	255619
贤	255521
虾	255389
愈	254761
捡	254636
稿	254038
陶	253994
模	253646
置	253305
拨	253129
舒	253091
坑	252660
羽	252194
限	252052
栋	251812
辣	251264
趁	251029
玲	250722
甩	250345
沿	249956
妖	249765
锦	249648
熬	249517
浅	248970
盗	248919
佛	248881
乙	248573
尊	248396
伴	248287
刮	248097
恒	247866
袋	247706
备	247324
琳	247235
枫	246900
颜	246864
诸	245871
域	245204
霜	245052
勒	244638
浩	244551
幽	244025
祖	243928
旗	243884
围	243710
附	243684
豪	243642
肺	243441
抵	243235
煤	243213
玄	243080
撑	242966
瓜	242797
割	242406
弹	242358
剩	242212
禁	242017
薄	241810
涛	241320
犬	241297
晴	241016
魂	240827
遂	240789
俾	240404
助	240087
岳	240057
欣	239930
鲜	239863
伯	239200
墨	239023
娶	238862
着	238561
慧	237871
哄	237861
恋	237779
趟	237162
震	236904
险	236813
贺	236688
烤	236526
鹏	235909
饰	235845
盾	235737
挡	235330
镜	235265
诚	234933
控	234425
锋	234347
斌	234225
壳	233918
轩	233612
童	233517
撤	233233
暨	232422
浓	232347
挨	231755
兆	231751
炎	231318
雾	231182
瞭	230561
暖	230547
肝	230495
庭	230273
妳	230189
哒	230097
败	230081
坊	229991
振	229944
益	229654
纪	229526
尘	229469
奔	229400
晨	229239
雕	229181
消	228593
兔	228483
弓	228400
馨	228221
刺	228152
粥	227857
爹	227822
滑	227633
曼	227430
误	227135
隆	227124
泛	227031
己	226809
政	226567
柱	225687
鼠	225645
沪	225540
妻	224763
医	224480
止	224476
鸭	224078
拐	223918
润	223450
承	223168
湾	222890
尹	222756
躺	222481
廖	222448
莲	222290
私	222228
婚	222001
扎	221928
捧	221660
妞	221365
冠	221227
昂	220912
摄	220195
阁	220195
胶	219936
臣	219686
鑫	218961
邱	218802
饱	218787
扑	218660
确	218303
敬	218068
迎	217809
乌	217740
脉	217589
潮	217345
捞	217270
桑	217074
促	216878
兽	216847
碎	216844
摔	216700
喃	216467
邪	216359
串	216251
始	216061
沉	215996
售	215963
迪	215913
蒸	215845
咸	215780
续	215052
勤	214876
葛	214794
枝	214493
妙	214369
爷	213472
咪	213230
韵	213224
伦	212830
舔	212802
苑	212797
亭	212289
弦	212272
烫	212184
吼	212157
伞	212102
俗	212089
辛	211942
罢	211924
坛	211798
喔	211621
珍	211543
勾	211260
符	210978
积	210820
涌	210599
研	210368
韦	210290
异	210215
岗	209533
歪	209453
鸣	209340
晃	209245
柜	209224
罚	209170
历	209168
铝	209101
尤	208944
欢	208861
斜	208462
湘	208438
嗨	208148
卓	208130
携	207990
箭	207664
尝	207455
尾	207079
邹	207048
洲	206828
简	206608
预	206443
溪	206355
唇	206010
乎	205639
册	205637
叹	205204
瞧	204887
炮	204839
鹰	204410
轴	204357
隐	203350
御	203044
饼	202723
唔	202681
企	202046
翔	201994
染	201882
芬	201853
颗	201540
鸿	201346
餐	201207
逸	201144
矣	200704
肾	200483
捐	200388
戒	200217
堵	200153
萍	199559
岭	199472
荷	199274
弯	199125
朗	198827
艺	198806
桂	198406
桌	198186
贷	198063
似	197881
晶	197750
菌	197471
鼓	197434
洁	197281
亩	197246
棉	197229
倾	196454
皇	196324
憋	196261
互	195911
霞	195654
赤	195192
屎	194843
腾	194284
延	194226
籍	193941
柔	193929
资	193839
敌	193690
玛	193630
焦	193535
坤	193424
护	193070
眉	193048
检	192711
行	192541
碧	192442
盆	192404
勿	192283
弟	192157
幸	192038
粒	192002
殿	191606
击	190940
汁	190659
适	190486
盟	190407
浴	190267
席	190150
浜	190066
拳	189507
叔	189351
乳	189275
哲	189275
宅	189164
祇	189071
翼	189029
涵	188905
铭	188543
钙	188522
判	188110
势	188020
莱	187956
宠	187781
衰	187728
纹	187561
傅	187532
译	187528
桶	187020
驴	186789
柯	186281
访	185766
妮	185615
肩	185496
迈	185246
航	185032
龟	184963
毕	184829
抹	184790
坡	184726
掌	184694
移	184591
桃	184534
旭	184308
孝	184083
晋	183932
棋	183881
冻	183768
技	183710
翠	183674
摇	183486
逾	183469
劳	183026
予	182628
扶	182565
旅	182542
怡	182424
划	182393
帕	182209
职	182077
勒	182041
吖	182041
虹	182031
摘	181901
拽	181863
淫	181839
弃	181741
颇	181736
菊	181666
夺	181612
融	181544
渡	181490
介	180855
胆	180740
尸	180576
锡	179986
庙	179981
薇	179694
培	179540
壮	179477
盼	179471
截	179461
旋	179080
孤	178853
握	178788
蝶	178561
芯	178500
损	178380
昆	178370
裤	178062
谋	178029
尖	177779
莉	177642
讨	177429
渐	177365
规	177150
啃	176944
番	176931
妍	176761
酶	176719
覆	176713
耗	176522
宣	176489
醋	176077
灾	175883
垫	175788
闯	175601
仿	175574
邵	175441
萌	175343
郁	175081
迹	174880
姬	174860
朵	174854
寿	174824
锤	174731
伍	174480
暂	174326
壁	174260
奴	174234
逢	174145
穆	174044
略	174000
辞	173942
霍	173353
息	173078
腻	172388
俱	172275
岸	172145
矮	172070
塘	171755
鹿	171597
漆	171503
绑	171472
丸	171319
避	171139
贪	170971
痒	170792
缝	170732
凝	170731
鹅	170582
葱	170570
炉	170543
婆	170335
枕	170189
烈	169539
献	169534
忽	169503
芝	169045
穴	169028
兮	168926
参	168689
沾	168603
伸	168597
审	168503
秘	168336
浮	168314
荡	168299
券	168208
柏	168016
郝	167994
翁	167395
材	167371
槽	167080
郡	166948
赏	166939
斩	166834
澡	166810
肌	166717
盈	166470
骚	166453
枚	166394
耀	166243
悦	166129
固	166004
娟	165982
墓	165775
伪	165683
什	165453
粮	165334
幻	165291
斑	165247
恐	165122
鼻	165063
悲	164957
殷	164863
衫	164851
柴	164582
猴	164482
逆	164408
怨	163994
抖	163935
溜	163877
渣	163851
兹	163768
幅	163765
屈	163612
颖	163411
缩	163124
济	163083
津	163000
牵	162949
摩	162920
谱	162874
熙	162858
扇	162786
蹭	162657
决	162329
胎	162119
递	162062
梨	161710
芸	161654
噻	161536
彦	161497
撮	161393
蟹	161342
舌	161282
忧	161143
婷	160992
彬	160914
漫	160861
盯	160597
蜜	160549
卿	160183
鹤	159935
朴	159930
淘	159810
函	159423
娇	159172
筑	158555
钩	158512
缓	158484
赫	157946
候	157932
茂	157693
琼	157064
攒	157029
叉	156897
琪	156680
堡	156591
映	156574
策	156510
协	156470
窄	156257
拷	156222
邀	156007
债	155821
戈	155710
雁	155695
坚	155651
销	155589
佩	155579
妃	155152
肠	155086
汝	154969
掏	154865
昨	154839
务	154582
闭	154344
绣	154285
雯	154268
帽	154217
粤	154157
藤	154012
揉	153771
粘	153520
倪	153469
育	153416
态	153346
磊	153078
这	153061
舟	152965
侠	152661
漂	152404
诉	152358
澳	152298
齿	152173
妆	152165
慌	152085
酱	152076
奈	151963
泵	151931
担	151798
效	151650
捉	151612
纵	151400
腹	151361
咳	151286
癌	151222
忌	151176
陷	151140
蒂	151063
苍	150632
犹	150249
钓	149337
执	149201
尺	149168
呢	149101
肿	149012
彼	148812
序	148522
悬	148328
捷	147981
伏	147980
瘤	147915
帘	147692
奸	147624
孩	147516
鼎	147448
龚	147296
踏	147197
触	147165
裙	147101
辰	146957
罐	146714
默	146705
奉	146635
莹	146466
洒	146410
巷	146321
炖	146182
儒	145933
灶	145913
卜	145770
拥	145537
疑	145324
幼	145156
悟	145155
频	144969
潜	144473
刑	144418
典	144294
宰	144198
煎	143743
卵	143626
聂	143571
腔	143568
囊	143527
午	143397
叻	143389
宾	143305
勋	143271
僧	143048
突	142960
迁	142761
铃	142755
霸	142710
境	142516
邮	142422
摊	142337
赠	142227
埃	142198
裸	142063
账	141778
颈	141631
蚊	141455
壹	141451
牢	141255
统	141218
拒	141044
弘	141043
罩	140987
垂	140976
昭	140929
蓉	140841
揭	140763
祸	140686
扛	140597
靓	140578
毅	140552
蕾	140545
痕	140541
恤	140011
泄	139921
渝	139876
忆	139741
逐	139512
叠	139394
警	139383
裂	139233
彪	139157
氧	139019
惯	138808
淋	138771
俞	138693
谓	138671
揍	138646
斋	138621
扮	138320
律	138033
咽	138013
惜	137866
歇	137862
挥	137606
浦	137561
朕	137472
束	137413
铲	137390
仕	137382
掐	137205
锌	137192
寨	137179
喻	136979
劫	136944
啵	136881
淑	136493
亡	136489
糊	136405
坪	136388
拓	136281
牠	136240
吞	135992
稀	135961
壶	135852
砂	135846
棍	135820
恰	135621
监	135584
株	135430
陵	135395
廷	135340
疏	134953
姆	134854
饶	134739
鉴	134605
戚	134435
祭	134399
遥	134321
兜	134041
牧	133975
嘞	133677
薰	133633
聪	133418
缠	133359
翘	133200
颠	133075
霖	133043
慕	132810
宿	132508
盲	132503
坎	132332
丘	132237
尧	132187
验	131960
繁	131873
仇	131695
媚	131667
坝	131659
坦	131646
穗	131615
钮	131487
拾	131356
吟	131354
楠	131311
膏	131196
碳	131032
裴	131012
绍	130937
帆	130898
蜡	130872
锐	130868
庞	130714
搓	130605
筒	130529
涅	130309
朋	130178
浇	130145
庚	130096
荐	130011
惟	129972
储	129778
蠢	129723
狐	129642
哉	129499
纱	129368
弥	129216
蹲	128846
涉	128606
屯	128563
赋	128502
趴	128390
况	128107
敷	128039
遮	127913
擡	127861
跃	127490
桩	127414
幕	127340
粪	127325
习	127276
署	126989
佬	126966
阮	126964
杖	126943
钉	126931
臂	126848
拧	126820
瑶	126706
竖	126565
丙	126529
禅	126508
坟	126459
狮	126294
卧	126210
窑	125833
责	125650
扩	125588
挪	125488
崇	125460
阅	125395
戳	125365
钦	125215
渠	125194
奏	124994
喵	124927
舰	124860
邢	124688
夕	124666
苔	124658
杭	124639
疾	124623
示	124328
议	124256
滨	124255
岚	124143
筋	123930
苯	123899
痴	123888
筹	123761
荒	123740
艘	123685
篮	123644
奎	123636
绳	123636
召	123361
污	123294
裕	123173
阻	123170
贞	123058
蹦	123021
趋	122874
泼	122843
妇	122820
棚	122808
跪	122666
咏	122535
赐	122315
弗	122278
拌	122214
焊	122150
竞	122150
撕	122112
徒	121778
庵	121375
搅	121339
栽	121321
浆	121252
嗲	121148
咒	121109
释	120886
栗	120875
卦	120855
靖	120781
渔	120756
咦	120623
珊	120512
弹	120481
琦	120453
贫	120424
享	120420
樊	120419
笼	120403
甫	120199
缸	120143
脂	120077
鄂	119947
阎	119770
述	119631
趣	119595
炫	119566
驾	119542
耿	119530
倚	119189
硅	119044
扒	119031
傲	119015
挽	118857
袖	118745
鲍	118705
孕	118685
佑	118623
姿	118573
径	118471
铅	118231
痰	118199
植	118160
激	117942
邻	117737
啸	117646
拣	117508
倩	117420
姨	117163
焉	117107
潭	117056
糟	117027
阶	116916
碱	116835
雇	116703
钠	116634
轰	116435
滩	116352
舱	116284
龄	116210
捂	115852
芽	115816
桐	115618
拦	115579
织	115553
姑	115504
伙	115238
辅	115035
搂	115018
窜	114999
璇	114871
燃	114691
茹	114595
捅	114509
杠	114459
驱	114445
辩	114408
皂	114385
沃	114294
脆	114175
谦	114147
煲	114140
磷	114112
碑	113897
阀	113772
缴	113764
畅	113723
蒲	113465
柄	113399
昊	113366
着	113221
荫	113147
晖	112945
硕	112934
嘘	112881
坠	112872
溅	112831
刃	112687
屡	112632
踹	112628
凸	112525
辽	112493
衡	112459
谜	112386
橙	112309
择	112275
樱	112176
哀	112115
仗	112112
浸	112109
搁	112067
丛	112017
皱	111956
磁	111926
厘	111788
禾	111686
岂	111682
扎	111421
辟	111377
眠	111374
泻	111176
涩	111141
揽	111132
措	110969
瑜	110871
肚	110720
途	110717
熏	110480
崩	110446
鞍	110280
禄	110204
卤	109978
唤	109925
瓷	109718
革	109662
豹	109581
噪	109578
宴	109575
麟	109299
瑟	109265
磅	109184
怜	109005
辑	109000
宪	108947
裁	108825
闸	108807
揪	108457
厉	108392
蒜	108278
婉	108253
